t_ms,t_rel_ms_global,t_rel_ms_truth,host_time_iso,true_distance_cm,measured_dist_cm,dist_ema_cm
602863,0,0.0,2025-09-21T11:48:26.510,10.0,10.856,10.856
602963,100,100.0,2025-09-21T11:48:26.610,10.0,10.856,10.856000000000002
603063,200,200.0,2025-09-21T11:48:26.710,10.0,10.856,10.856000000000002
603163,300,300.0,2025-09-21T11:48:26.810,10.0,10.856,10.856000000000002
603263,400,400.0,2025-09-21T11:48:26.909,10.0,10.856,10.856000000000002
603363,500,500.0,2025-09-21T11:48:27.010,10.0,10.907,10.866200000000001
603463,600,600.0,2025-09-21T11:48:27.110,10.0,10.89,10.870960000000002
603563,700,700.0,2025-09-21T11:48:27.210,10.0,10.89,10.874768000000003
603663,800,800.0,2025-09-21T11:48:27.309,10.0,10.89,10.877814400000004
603763,900,900.0,2025-09-21T11:48:27.410,10.0,10.89,10.880251520000003
603863,1000,1000.0,2025-09-21T11:48:27.510,10.0,10.89,10.882201216000004
603963,1100,1100.0,2025-09-21T11:48:27.610,10.0,10.89,10.883760972800005
604063,1200,1200.0,2025-09-21T11:48:27.710,10.0,10.907,10.888408778240004
604163,1300,1300.0,2025-09-21T11:48:27.810,10.0,10.907,10.892127022592003
604263,1400,1400.0,2025-09-21T11:48:27.910,10.0,10.907,10.895101618073603
604363,1500,1500.0,2025-09-21T11:48:28.010,10.0,10.89,10.894081294458884
604463,1600,1600.0,2025-09-21T11:48:28.110,10.0,10.907,10.896665035567107
604563,1700,1700.0,2025-09-21T11:48:28.210,10.0,10.89,10.895332028453687
604663,1800,1800.0,2025-09-21T11:48:28.310,10.0,10.907,10.89766562276295
604763,1900,1900.0,2025-09-21T11:48:28.410,10.0,10.907,10.89953249821036
604863,2000,2000.0,2025-09-21T11:48:28.510,10.0,10.907,10.901025998568288
604963,2100,2100.0,2025-09-21T11:48:28.609,10.0,10.479,10.81662079885463
605063,2200,2200.0,2025-09-21T11:48:28.710,10.0,10.89,10.831296639083705
605163,2300,2300.0,2025-09-21T11:48:28.810,10.0,10.89,10.843037311266965
605263,2400,2400.0,2025-09-21T11:48:28.910,10.0,10.89,10.852429849013573
605363,2500,2500.0,2025-09-21T11:48:29.010,10.0,10.907,10.86334387921086
605463,2600,2600.0,2025-09-21T11:48:29.109,10.0,10.907,10.872075103368688
605563,2700,2700.0,2025-09-21T11:48:29.210,10.0,10.907,10.87906008269495
605663,2800,2800.0,2025-09-21T11:48:29.310,10.0,10.907,10.884648066155961
605763,2900,2900.0,2025-09-21T11:48:29.410,10.0,10.856,10.87891845292477
605863,3000,3000.0,2025-09-21T11:48:29.510,10.0,10.856,10.874334762339817
605963,3100,3100.0,2025-09-21T11:48:29.610,10.0,10.856,10.870667809871854
606063,3200,3200.0,2025-09-21T11:48:29.710,10.0,10.907,10.877934247897484
606163,3300,3300.0,2025-09-21T11:48:29.810,10.0,10.907,10.883747398317988
606263,3400,3400.0,2025-09-21T11:48:29.910,10.0,10.907,10.888397918654391
606363,3500,3500.0,2025-09-21T11:48:30.009,10.0,10.907,10.892118334923513
606463,3600,3600.0,2025-09-21T11:48:30.110,10.0,10.479,10.80949466793881
606563,3700,3700.0,2025-09-21T11:48:30.209,10.0,10.856,10.818795734351049
606663,3800,3800.0,2025-09-21T11:48:30.310,10.0,10.856,10.82623658748084
606763,3900,3900.0,2025-09-21T11:48:30.410,10.0,10.856,10.832189269984674
606863,4000,4000.0,2025-09-21T11:48:30.510,10.0,10.856,10.836951415987741
606963,4100,4100.0,2025-09-21T11:48:30.610,10.0,10.856,10.840761132790194
607063,4200,4200.0,2025-09-21T11:48:30.709,10.0,10.856,10.843808906232155
607163,4300,4300.0,2025-09-21T11:48:30.810,10.0,10.856,10.846247124985725
607263,4400,4400.0,2025-09-21T11:48:30.910,10.0,10.856,10.848197699988582
607363,4500,4500.0,2025-09-21T11:48:31.010,10.0,10.856,10.849758159990866
607463,4600,4600.0,2025-09-21T11:48:31.110,10.0,10.856,10.851006527992695
607563,4700,4700.0,2025-09-21T11:48:31.210,10.0,10.856,10.852005222394157
607663,4800,4800.0,2025-09-21T11:48:31.310,10.0,10.856,10.852804177915326
607763,4900,4900.0,2025-09-21T11:48:31.410,10.0,10.856,10.853443342332262
607863,5000,5000.0,2025-09-21T11:48:31.510,10.0,10.856,10.853954673865811
607963,5100,5100.0,2025-09-21T11:48:31.610,10.0,10.856,10.85436373909265
608063,5200,5200.0,2025-09-21T11:48:31.710,10.0,10.856,10.85469099127412
608163,5300,5300.0,2025-09-21T11:48:31.810,10.0,10.856,10.854952793019297
608263,5400,5400.0,2025-09-21T11:48:31.910,10.0,10.856,10.855162234415438
608363,5500,5500.0,2025-09-21T11:48:32.010,10.0,10.907,10.86552978753235
608463,5600,5600.0,2025-09-21T11:48:32.109,10.0,10.907,10.87382383002588
608563,5700,5700.0,2025-09-21T11:48:32.210,10.0,10.907,10.880459064020705
608663,5800,5800.0,2025-09-21T11:48:32.310,10.0,10.856,10.875567251216566
608763,5900,5900.0,2025-09-21T11:48:32.410,10.0,10.856,10.871653800973254
608863,6000,6000.0,2025-09-21T11:48:32.510,10.0,10.856,10.868523040778605
608963,6100,6100.0,2025-09-21T11:48:32.610,10.0,10.856,10.866018432622885
609063,6200,6200.0,2025-09-21T11:48:32.709,10.0,10.856,10.86401474609831
609163,6300,6300.0,2025-09-21T11:48:32.809,10.0,10.856,10.862411796878648
609263,6400,6400.0,2025-09-21T11:48:32.910,10.0,10.856,10.86112943750292
609363,6500,6500.0,2025-09-21T11:48:33.010,10.0,10.856,10.860103550002336
609463,6600,6600.0,2025-09-21T11:48:33.110,10.0,10.856,10.85928284000187
609563,6700,6700.0,2025-09-21T11:48:33.209,10.0,10.856,10.858626272001496
609663,6800,6800.0,2025-09-21T11:48:33.310,10.0,10.856,10.858101017601198
609763,6900,6900.0,2025-09-21T11:48:33.410,10.0,10.856,10.85768081408096
609863,7000,7000.0,2025-09-21T11:48:33.509,10.0,10.856,10.857344651264768
609963,7100,7100.0,2025-09-21T11:48:33.609,10.0,10.856,10.857075721011816
610063,7200,7200.0,2025-09-21T11:48:33.710,10.0,10.856,10.856860576809453
610163,7300,7300.0,2025-09-21T11:48:33.810,10.0,10.856,10.856688461447563
610263,7400,7400.0,2025-09-21T11:48:33.909,10.0,10.856,10.856550769158051
610363,7500,7500.0,2025-09-21T11:48:34.010,10.0,10.856,10.856440615326441
610463,7600,7600.0,2025-09-21T11:48:34.110,10.0,10.856,10.856352492261154
610563,7700,7700.0,2025-09-21T11:48:34.210,10.0,10.856,10.856281993808924
610663,7800,7800.0,2025-09-21T11:48:34.310,10.0,10.856,10.85622559504714
610763,7900,7900.0,2025-09-21T11:48:34.410,10.0,10.89,10.862980476037714
610863,8000,8000.0,2025-09-21T11:48:34.510,10.0,10.839,10.858184380830172
610963,8100,8100.0,2025-09-21T11:48:34.610,10.0,10.839,10.854347504664139
611063,8200,8200.0,2025-09-21T11:48:34.709,10.0,10.839,10.851278003731311
611163,8300,8300.0,2025-09-21T11:48:34.810,10.0,10.89,10.85902240298505
611263,8400,8400.0,2025-09-21T11:48:34.910,10.0,10.89,10.865217922388041
611363,8500,8500.0,2025-09-21T11:48:35.010,10.0,10.89,10.870174337910434
611463,8600,8600.0,2025-09-21T11:48:35.109,10.0,10.89,10.874139470328348
611563,8700,8700.0,2025-09-21T11:48:35.209,10.0,10.89,10.877311576262679
611663,8800,8800.0,2025-09-21T11:48:35.309,10.0,10.89,10.879849261010145
611763,8900,8900.0,2025-09-21T11:48:35.409,10.0,10.89,10.881879408808118
611863,9000,9000.0,2025-09-21T11:48:35.510,10.0,10.839,10.873303527046493
611963,9100,9100.0,2025-09-21T11:48:35.610,10.0,10.839,10.866442821637195
612063,9200,9200.0,2025-09-21T11:48:35.710,10.0,10.839,10.860954257309755
612163,9300,9300.0,2025-09-21T11:48:35.810,10.0,10.856,10.859963405847806
612263,9400,9400.0,2025-09-21T11:48:35.910,10.0,10.856,10.859170724678245
612363,9500,9500.0,2025-09-21T11:48:36.010,10.0,10.856,10.858536579742598
612463,9600,9600.0,2025-09-21T11:48:36.110,10.0,10.839,10.854629263794079
612563,9700,9700.0,2025-09-21T11:48:36.210,10.0,10.839,10.851503411035264
612663,9800,9800.0,2025-09-21T11:48:36.310,10.0,11.25,10.931202728828211
612763,9900,9900.0,2025-09-21T11:48:36.410,10.0,11.25,10.994962183062569
612863,10000,10000.0,2025-09-21T11:48:36.510,10.0,11.25,11.045969746450055
612963,10100,10100.0,2025-09-21T11:48:36.609,10.0,11.25,11.086775797160044
613063,10200,10200.0,2025-09-21T11:48:36.710,10.0,11.25,11.119420637728036
613163,10300,10300.0,2025-09-21T11:48:36.810,10.0,11.25,11.14553651018243
613263,10400,10400.0,2025-09-21T11:48:36.910,10.0,11.233,11.163029208145945
613363,10500,10500.0,2025-09-21T11:48:37.009,10.0,11.25,11.180423366516756
613463,10600,10600.0,2025-09-21T11:48:37.110,10.0,11.25,11.194338693213405
613563,10700,10700.0,2025-09-21T11:48:37.209,10.0,11.25,11.205470954570725
613663,10800,10800.0,2025-09-21T11:48:37.310,10.0,11.25,11.21437676365658
613763,10900,10900.0,2025-09-21T11:48:37.410,10.0,11.25,11.221501410925264
613863,11000,11000.0,2025-09-21T11:48:37.509,10.0,11.25,11.22720112874021
613963,11100,11100.0,2025-09-21T11:48:37.610,10.0,11.25,11.23176090299217
614063,11200,11200.0,2025-09-21T11:48:37.710,10.0,11.25,11.235408722393736
614163,11300,11300.0,2025-09-21T11:48:37.810,10.0,10.89,11.16632697791499
614263,11400,11400.0,2025-09-21T11:48:37.910,10.0,10.873,11.107661582331993
614363,11500,11500.0,2025-09-21T11:48:38.010,10.0,10.873,11.060729265865595
614463,11600,11600.0,2025-09-21T11:48:38.110,10.0,10.89,11.026583412692476
614563,11700,11700.0,2025-09-21T11:48:38.210,10.0,10.873,10.995866730153981
614663,11800,11800.0,2025-09-21T11:48:38.310,10.0,10.873,10.971293384123186
614763,11900,11900.0,2025-09-21T11:48:38.409,10.0,10.873,10.951634707298549
614863,12000,12000.0,2025-09-21T11:48:38.510,10.0,10.89,10.93930776583884
614963,12100,12100.0,2025-09-21T11:48:38.610,10.0,11.25,11.001446212671073
615063,12200,12200.0,2025-09-21T11:48:38.710,10.0,10.839,10.968956970136858
615163,12300,12300.0,2025-09-21T11:48:38.809,10.0,10.839,10.942965576109486
615263,12400,12400.0,2025-09-21T11:48:38.910,10.0,10.839,10.92217246088759
615363,12500,12500.0,2025-09-21T11:48:39.010,10.0,10.839,10.905537968710071
615463,12600,12600.0,2025-09-21T11:48:39.110,10.0,11.25,10.974430374968057
615563,12700,12700.0,2025-09-21T11:48:39.210,10.0,11.25,11.029544299974445
615663,12800,12800.0,2025-09-21T11:48:39.310,10.0,11.25,11.073635439979556
615763,12900,12900.0,2025-09-21T11:48:39.409,10.0,10.839,11.026708351983645
615863,13000,13000.0,2025-09-21T11:48:39.509,10.0,10.839,10.989166681586916
615963,13100,13100.0,2025-09-21T11:48:39.610,10.0,10.839,10.959133345269533
616063,13200,13200.0,2025-09-21T11:48:39.709,10.0,10.839,10.935106676215627
616163,13300,13300.0,2025-09-21T11:48:39.810,10.0,10.856,10.919285340972502
616263,13400,13400.0,2025-09-21T11:48:39.910,10.0,10.856,10.906628272778002
616363,13500,13500.0,2025-09-21T11:48:40.010,10.0,10.856,10.896502618222403
616463,13600,13600.0,2025-09-21T11:48:40.110,10.0,10.856,10.888402094577923
616563,13700,13700.0,2025-09-21T11:48:40.209,10.0,10.856,10.88192167566234
616663,13800,13800.0,2025-09-21T11:48:40.310,10.0,10.856,10.876737340529873
616763,13900,13900.0,2025-09-21T11:48:40.409,10.0,10.856,10.8725898724239
616863,14000,14000.0,2025-09-21T11:48:40.510,10.0,10.856,10.869271897939122
616963,14100,14100.0,2025-09-21T11:48:40.610,10.0,10.856,10.866617518351298
617063,14200,14200.0,2025-09-21T11:48:40.710,10.0,10.856,10.86449401468104
617163,14300,14300.0,2025-09-21T11:48:40.810,10.0,10.856,10.862795211744832
617263,14400,14400.0,2025-09-21T11:48:40.910,10.0,10.856,10.861436169395866
617363,14500,14500.0,2025-09-21T11:48:41.010,10.0,10.856,10.860348935516694
617463,14600,14600.0,2025-09-21T11:48:41.109,10.0,11.268,10.941879148413356
617563,14700,14700.0,2025-09-21T11:48:41.210,10.0,11.285,11.010503318730684
617663,14800,14800.0,2025-09-21T11:48:41.310,10.0,11.268,11.062002654984548
617763,14900,14900.0,2025-09-21T11:48:41.410,10.0,10.856,11.02080212398764
617863,15000,15000.0,2025-09-21T11:48:41.509,10.0,11.268,11.070241699190113
617963,15100,15100.0,2025-09-21T11:48:41.609,10.0,11.268,11.109793359352091
618063,15200,15200.0,2025-09-21T11:48:41.710,10.0,10.856,11.059034687481674
618163,15300,15300.0,2025-09-21T11:48:41.810,10.0,10.856,11.01842774998534
618263,15400,15400.0,2025-09-21T11:48:41.909,10.0,10.856,10.985942199988273
618363,15500,15500.0,2025-09-21T11:48:42.009,10.0,10.856,10.959953759990618
618463,15600,15600.0,2025-09-21T11:48:42.110,10.0,10.856,10.939163007992496
618563,15700,15700.0,2025-09-21T11:48:42.210,10.0,10.856,10.922530406393998
618663,15800,15800.0,2025-09-21T11:48:42.310,10.0,10.856,10.909224325115199
618763,15900,15900.0,2025-09-21T11:48:42.410,10.0,10.856,10.89857946009216
618863,16000,16000.0,2025-09-21T11:48:42.510,10.0,10.856,10.890063568073728
618963,16100,16100.0,2025-09-21T11:48:42.609,10.0,10.856,10.883250854458984
619063,16200,16200.0,2025-09-21T11:48:42.709,10.0,10.856,10.877800683567187
619163,16300,16300.0,2025-09-21T11:48:42.810,10.0,10.856,10.87344054685375
619263,16400,16400.0,2025-09-21T11:48:42.909,10.0,10.856,10.869952437483
619363,16500,16500.0,2025-09-21T11:48:43.010,10.0,10.856,10.867161949986402
619463,16600,16600.0,2025-09-21T11:48:43.110,10.0,10.856,10.864929559989122
619563,16700,16700.0,2025-09-21T11:48:43.210,10.0,10.856,10.863143647991299
619663,16800,16800.0,2025-09-21T11:48:43.309,10.0,10.856,10.86171491839304
619763,16900,16900.0,2025-09-21T11:48:43.410,10.0,10.856,10.860571934714434
619863,17000,17000.0,2025-09-21T11:48:43.510,10.0,10.856,10.859657547771548
619963,17100,17100.0,2025-09-21T11:48:43.610,10.0,10.856,10.85892603821724
620063,17200,17200.0,2025-09-21T11:48:43.709,10.0,10.856,10.858340830573793
620163,17300,17300.0,2025-09-21T11:48:43.809,10.0,10.856,10.857872664459036
620263,17400,17400.0,2025-09-21T11:48:43.910,10.0,10.856,10.85749813156723
620363,17500,17500.0,2025-09-21T11:48:44.010,10.0,10.856,10.857198505253784
620463,17600,17600.0,2025-09-21T11:48:44.109,10.0,10.856,10.856958804203028
620563,17700,17700.0,2025-09-21T11:48:44.210,10.0,10.856,10.856767043362424
620663,17800,17800.0,2025-09-21T11:48:44.309,10.0,10.856,10.856613634689941
620763,17900,17900.0,2025-09-21T11:48:44.410,10.0,10.856,10.856490907751954
620863,18000,18000.0,2025-09-21T11:48:44.510,10.0,10.856,10.856392726201564
620963,18100,18100.0,2025-09-21T11:48:44.609,10.0,10.856,10.856314180961252
621063,18200,18200.0,2025-09-21T11:48:44.710,10.0,10.856,10.856251344769003
621163,18300,18300.0,2025-09-21T11:48:44.810,10.0,10.856,10.856201075815203
621263,18400,18400.0,2025-09-21T11:48:44.909,10.0,10.856,10.856160860652164
621363,18500,18500.0,2025-09-21T11:48:45.009,10.0,10.856,10.856128688521732
621463,18600,18600.0,2025-09-21T11:48:45.109,10.0,10.856,10.856102950817387
621563,18700,18700.0,2025-09-21T11:48:45.209,10.0,10.856,10.856082360653911
621663,18800,18800.0,2025-09-21T11:48:45.310,10.0,10.856,10.85606588852313
621763,18900,18900.0,2025-09-21T11:48:45.410,10.0,10.856,10.856052710818505
621863,19000,19000.0,2025-09-21T11:48:45.510,10.0,10.856,10.856042168654804
621963,19100,19100.0,2025-09-21T11:48:45.609,10.0,10.856,10.856033734923844
622063,19200,19200.0,2025-09-21T11:48:45.709,10.0,10.856,10.856026987939076
622163,19300,19300.0,2025-09-21T11:48:45.809,10.0,10.856,10.856021590351261
622263,19400,19400.0,2025-09-21T11:48:45.909,10.0,10.856,10.85601727228101
622363,19500,19500.0,2025-09-21T11:48:46.009,10.0,10.856,10.85601381782481
622463,19600,19600.0,2025-09-21T11:48:46.109,10.0,10.856,10.856011054259849
622563,19700,19700.0,2025-09-21T11:48:46.209,10.0,10.856,10.85600884340788
622663,19800,19800.0,2025-09-21T11:48:46.310,10.0,10.856,10.856007074726305
622763,19900,19900.0,2025-09-21T11:48:46.409,10.0,10.856,10.856005659781045
622863,20000,20000.0,2025-09-21T11:48:46.510,10.0,10.856,10.856004527824837
622963,20100,20100.0,2025-09-21T11:48:46.609,10.0,10.856,10.85600362225987
623063,20200,20200.0,2025-09-21T11:48:46.710,10.0,10.856,10.856002897807898
623163,20300,20300.0,2025-09-21T11:48:46.809,10.0,10.856,10.856002318246318
623263,20400,20400.0,2025-09-21T11:48:46.909,10.0,10.856,10.856001854597055
623363,20500,20500.0,2025-09-21T11:48:47.010,10.0,10.856,10.856001483677645
623463,20600,20600.0,2025-09-21T11:48:47.110,10.0,10.856,10.856001186942116
623563,20700,20700.0,2025-09-21T11:48:47.210,10.0,10.856,10.856000949553694
623663,20800,20800.0,2025-09-21T11:48:47.309,10.0,10.856,10.856000759642956
623763,20900,20900.0,2025-09-21T11:48:47.409,10.0,10.856,10.856000607714366
623863,21000,21000.0,2025-09-21T11:48:47.510,10.0,10.856,10.856000486171494
623963,21100,21100.0,2025-09-21T11:48:47.610,10.0,10.856,10.856000388937197
624063,21200,21200.0,2025-09-21T11:48:47.709,10.0,10.856,10.856000311149758
624163,21300,21300.0,2025-09-21T11:48:47.810,10.0,10.856,10.856000248919807
624263,21400,21400.0,2025-09-21T11:48:47.910,10.0,11.285,10.941800199135846
624363,21500,21500.0,2025-09-21T11:48:48.010,10.0,11.233,11.000040159308679
624463,21600,21600.0,2025-09-21T11:48:48.110,10.0,11.285,11.057032127446943
624563,21700,21700.0,2025-09-21T11:48:48.209,10.0,11.233,11.092225701957556
624663,21800,21800.0,2025-09-21T11:48:48.309,10.0,11.216,11.116980561566045
624763,21900,21900.0,2025-09-21T11:48:48.409,10.0,11.233,11.140184449252837
624863,22000,22000.0,2025-09-21T11:48:48.510,10.0,11.233,11.15874755940227
624963,22100,22100.0,2025-09-21T11:48:48.610,10.0,11.233,11.173598047521818
625063,22200,22200.0,2025-09-21T11:48:48.709,10.0,11.233,11.185478438017455
625163,22300,22300.0,2025-09-21T11:48:48.809,10.0,11.233,11.194982750413965
625263,22400,22400.0,2025-09-21T11:48:48.909,10.0,11.233,11.202586200331174
625363,22500,22500.0,2025-09-21T11:48:49.009,10.0,11.233,11.20866896026494
625463,22600,22600.0,2025-09-21T11:48:49.109,10.0,11.233,11.213535168211953
625563,22700,22700.0,2025-09-21T11:48:49.210,10.0,11.233,11.217428134569564
625663,22800,22800.0,2025-09-21T11:48:49.309,10.0,11.233,11.220542507655653
625763,22900,22900.0,2025-09-21T11:48:49.409,10.0,11.233,11.223034006124523
625863,23000,23000.0,2025-09-21T11:48:49.509,10.0,11.233,11.22502720489962
625963,23100,23100.0,2025-09-21T11:48:49.610,10.0,11.645,11.309021763919697
626063,23200,23200.0,2025-09-21T11:48:49.709,10.0,11.645,11.376217411135759
626163,23300,23300.0,2025-09-21T11:48:49.809,10.0,11.645,11.429973928908607
626263,23400,23400.0,2025-09-21T11:48:49.910,10.0,11.645,11.472979143126887
626363,23500,23500.0,2025-09-21T11:48:50.009,10.0,11.233,11.42498331450151
626463,23600,23600.0,2025-09-21T11:48:50.109,10.0,11.233,11.38658665160121
626563,23700,23700.0,2025-09-21T11:48:50.210,10.0,11.233,11.355869321280968
626663,23800,23800.0,2025-09-21T11:48:50.309,10.0,11.593,11.403295457024775
626763,23900,23900.0,2025-09-21T11:48:50.409,10.0,11.593,11.44123636561982
626863,24000,24000.0,2025-09-21T11:48:50.509,10.0,11.593,11.471589092495856
626963,24100,24100.0,2025-09-21T11:48:50.610,10.0,11.593,11.495871273996686
627063,24200,24200.0,2025-09-21T11:48:50.710,10.0,11.593,11.51529701919735
627163,24300,24300.0,2025-09-21T11:48:50.810,10.0,11.645,11.54123761535788
627263,24400,24400.0,2025-09-21T11:48:50.910,10.0,11.593,11.551590092286306
627363,24500,24500.0,2025-09-21T11:48:51.009,10.0,11.645,11.570272073829045
627463,24600,24600.0,2025-09-21T11:48:51.109,10.0,11.645,11.585217659063238
627563,24700,24700.0,2025-09-21T11:48:51.209,10.0,11.645,11.597174127250591
627663,24800,24800.0,2025-09-21T11:48:51.309,10.0,11.645,11.606739301800474
627763,24900,24900.0,2025-09-21T11:48:51.409,10.0,11.645,11.61439144144038
627863,25000,25000.0,2025-09-21T11:48:51.509,10.0,11.645,11.620513153152306
627963,25100,25100.0,2025-09-21T11:48:51.609,10.0,11.593,11.615010522521844
628063,25200,25200.0,2025-09-21T11:48:51.710,10.0,11.593,11.610608418017476
628163,25300,25300.0,2025-09-21T11:48:51.809,10.0,11.593,11.607086734413981
628263,25400,25400.0,2025-09-21T11:48:51.910,10.0,11.593,11.604269387531184
628363,25500,25500.0,2025-09-21T11:48:52.009,10.0,11.593,11.602015510024948
